Frequency,Date,ETF Index,Underlying Index
Daily,02/06/2009,60,1361.36
Daily,03/06/2009,56.41,1338
Daily,04/06/2009,57.27,1328.86
Daily,05/06/2009,55.72,1321.77
Daily,08/06/2009,55.48,1304.66
Daily,09/06/2009,56.84,1318.51
Daily,10/06/2009,57.05,1337.32
Daily,11/06/2009,59,1352.63
Daily,12/06/2009,58.38,1347.5
Daily,15/06/2009,54.2,1310.36
Daily,16/06/2009,52.94,1304.56
Daily,17/06/2009,53.23,1289.03
Daily,18/06/2009,53.05,1293.36
Daily,19/06/2009,54.72,1305.8
Daily,22/06/2009,51.2,1281.22
Daily,23/06/2009,52.55,1274.95
Daily,24/06/2009,52.64,1299.09
Daily,25/06/2009,54.86,1288.25
Daily,26/06/2009,54.74,1305.82
Daily,29/06/2009,55.56,1313.93
Daily,30/06/2009,54.26,1307.16
Daily,01/07/2009,56.09,1325.58
Daily,02/07/2009,52.78,1295.15
Daily,06/07/2009,52.79,1276.06
Daily,07/07/2009,50.4,1272.48
Daily,08/07/2009,49.75,1251.65
Daily,09/07/2009,51.2,1261.18
Daily,10/07/2009,50,1251.92
Daily,13/07/2009,51.75,1256.96
Daily,14/07/2009,52.3,1277.72
Daily,15/07/2009,55.87,1310.08
Daily,16/07/2009,56.85,1320.25
Daily,17/07/2009,56.41,1325.05
Daily,20/07/2009,58.62,1344.06
Daily,21/07/2009,59.36,1364.11
Daily,22/07/2009,59.64,1367.1
Daily,23/07/2009,61.64,1385.79
Daily,24/07/2009,62.46,1387.3
Daily,27/07/2009,62.51,1396.42
Daily,28/07/2009,61.98,1391.68
Daily,29/07/2009,61.02,1387.03
Daily,30/07/2009,63.35,1410.91
Daily,31/07/2009,65.28,1425.4
Daily,03/08/2009,68.34,1460.58
Daily,04/08/2009,68.03,1457.14
Daily,05/08/2009,67.6,1446.87
Daily,06/08/2009,66.65,1452.56
Daily,07/08/2009,66.64,1445.18
Daily,10/08/2009,65.76,1442.28
Daily,11/08/2009,64.87,1434.22
Daily,12/08/2009,66.47,1442.24
Daily,13/08/2009,68.41,1464.94
Daily,14/08/2009,67.2,1458.43
Daily,17/08/2009,62.87,1414.91
Daily,18/08/2009,65.06,1429.09
Daily,19/08/2009,66.03,1434.32
Daily,20/08/2009,67.17,1453.66
Daily,21/08/2009,69.94,1473.47
Daily,24/08/2009,69.9,1495.06
Daily,25/08/2009,71.12,1499.02
Daily,26/08/2009,70.65,1489.98
Daily,27/08/2009,71.74,1483.19
Daily,28/08/2009,71.84,1507.41
Daily,31/08/2009,70.71,1498.97
Daily,01/09/2009,67.16,1478.25
Daily,02/09/2009,67.09,1462.06
Daily,03/09/2009,68.21,1461.47
Daily,04/09/2009,70.28,1471.12
Daily,08/09/2009,73.07,1520.64
Daily,09/09/2009,74.8,1533.49
Daily,10/09/2009,76.25,1541.09
Daily,11/09/2009,76.01,1552.94
Daily,14/09/2009,76.36,1541.27
Daily,15/09/2009,76.41,1538
Daily,16/09/2009,79.4,1565.24
Daily,17/09/2009,78.28,1580.58
Daily,18/09/2009,78.81,1571.51
Daily,21/09/2009,77.22,1553.61
Daily,22/09/2009,79.49,1575.24
Daily,23/09/2009,78.05,1577.08
Daily,24/09/2009,75.63,1554.09
Daily,25/09/2009,75.03,1542.95
Daily,28/09/2009,77.02,1549.41
Daily,29/09/2009,76.1,1545.54
Daily,30/09/2009,76.18,1552.84
Daily,01/10/2009,72.02,1524.76
Daily,02/10/2009,70.49,1496.75
Daily,05/10/2009,72.46,1502.49
Daily,06/10/2009,75.02,1541.1
Daily,07/10/2009,75.53,1539.76
Daily,08/10/2009,77.78,1567.44
Daily,09/10/2009,77.43,1563.81
Daily,12/10/2009,78.32,1573.34
Daily,13/10/2009,77.98,1566.93
Daily,14/10/2009,81.81,1596.36
Daily,15/10/2009,82.31,1602.32
Daily,16/10/2009,79.89,1586.15
Daily,19/10/2009,82.47,1611.26
Daily,20/10/2009,81.38,1610.48
Daily,21/10/2009,80.84,1617.99
Daily,22/10/2009,82.56,1600.6
Daily,23/10/2009,79.86,1593.8
Daily,26/10/2009,77.43,1576.87
Daily,27/10/2009,76.31,1561.43
Daily,28/10/2009,72.63,1532.75
Daily,29/10/2009,77.21,1548.82
Daily,30/10/2009,71.92,1532.74
Daily,02/11/2009,73.21,1531.92
Daily,03/11/2009,72.73,1509.49
Daily,04/11/2009,74.01,1538.62
Daily,05/11/2009,75.98,1545.48
Daily,06/11/2009,76.34,1553.06
Daily,09/11/2009,80.58,1587.02
Daily,10/11/2009,79.76,1584.77
Daily,11/11/2009,80.13,1591.18
Daily,12/11/2009,77.88,1581.11
Daily,13/11/2009,79.98,1587.96
Daily,16/11/2009,82.52,1612.39
Daily,17/11/2009,81.41,1594.39
Daily,18/11/2009,80.93,1599.24
Daily,19/11/2009,77.85,1568.37
Daily,20/11/2009,76.9,1556.43
Daily,23/11/2009,79.67,1590.7
Daily,24/11/2009,78.82,1576.77
Daily,25/11/2009,81.18,1597.04
Daily,27/11/2009,76.46,1553.26
Daily,30/11/2009,77.14,1559.57
Daily,01/12/2009,81.26,1600.77
Daily,02/12/2009,81.51,1604.86
Daily,03/12/2009,80.93,1612.59
Daily,04/12/2009,80.72,1600.7
Daily,07/12/2009,79.73,1594.5
Daily,08/12/2009,77.04,1574.09
Daily,09/12/2009,76.68,1560.1
Daily,10/12/2009,77.11,1563.64
Daily,11/12/2009,77.09,1563.32
Daily,14/12/2009,78.64,1577.69
Daily,15/12/2009,76.9,1565.94
Daily,16/12/2009,78.65,1584.86
Daily,17/12/2009,75.02,1548.96
Daily,18/12/2009,75.16,1535.58
Daily,21/12/2009,75.65,1550.08
Daily,22/12/2009,76.77,1553.72
Daily,23/12/2009,78.05,1567.79
Daily,24/12/2009,78.87,1574.59
Daily,28/12/2009,79.38,1583.98
Daily,29/12/2009,79.62,1591.62
Daily,30/12/2009,78.98,1573.17
Daily,31/12/2009,77.99,1580.77
Daily,04/01/2010,82.01,1610.99
Daily,05/01/2010,82.37,1615.85
Daily,06/01/2010,82.99,1615.26
Daily,07/01/2010,82.44,1608.36
Daily,08/01/2010,83.76,1617.66
Daily,11/01/2010,85.04,1640.24
Daily,12/01/2010,83.22,1636.12
Daily,13/01/2010,84.68,1628.13
Daily,14/01/2010,85.87,1642.2
Daily,15/01/2010,83.32,1626.76
Daily,19/01/2010,84.96,1627.57
Daily,20/01/2010,80.54,1593.99
Daily,21/01/2010,77.15,1576.31
Daily,22/01/2010,74.2,1565.9
Daily,25/01/2010,75.96,1556.99
Daily,26/01/2010,75,1548.17
Daily,27/01/2010,74.72,1532.07
Daily,28/01/2010,72.29,1517.2
Daily,29/01/2010,70.2,1510.61
Daily,01/02/2010,72.96,1513.57
Daily,02/02/2010,75.29,1536.12
Daily,03/02/2010,73.63,1527.8
Daily,04/02/2010,67.58,1488.6
Daily,05/02/2010,66.37,1451.53
Daily,08/02/2010,64.78,1458
Daily,09/02/2010,68.75,1461.46
Daily,10/02/2010,67.95,1464.88
Daily,11/02/2010,69.25,1465.46
Daily,12/02/2010,68.12,1465.74
Daily,16/02/2010,71.27,1484.76
Daily,17/02/2010,71.46,1502.9
Daily,18/02/2010,72.28,1505.76
Daily,19/02/2010,71.34,1490.05
Daily,22/02/2010,71.63,1507.97
Daily,23/02/2010,69.55,1497.78
Daily,24/02/2010,70.48,1496.88
Daily,25/02/2010,69.66,1473.84
Daily,26/02/2010,70.61,1497.34
Daily,01/03/2010,71.8,1498.76
Daily,02/03/2010,72.79,1516.31
Daily,03/03/2010,74.58,1537.86
Daily,04/03/2010,74.04,1527.84
Daily,05/03/2010,77.07,1544.99
Daily,08/03/2010,77.19,1557.44
Daily,09/03/2010,76.74,1553.36
Daily,10/03/2010,77.55,1562.32
Daily,11/03/2010,78.15,1563.33
Daily,12/03/2010,79.12,1574.25
Daily,15/03/2010,78.02,1559.59
Daily,16/03/2010,80.09,1577.63
Daily,17/03/2010,80.87,1592.68
Daily,18/03/2010,79.89,1578.6
Daily,19/03/2010,78.26,1572.09
Daily,22/03/2010,78.91,1571.3
Daily,23/03/2010,80.02,1578.99
Daily,24/03/2010,77.38,1560.54
Daily,25/03/2010,77.15,1567.06
Daily,26/03/2010,78.55,1572.26
Daily,29/03/2010,80.02,1580.52
Daily,30/03/2010,79.88,1581.38
Daily,31/03/2010,79.96,1584.28
Daily,01/04/2010,82.67,1602.65
Daily,05/04/2010,83.07,1602.13
Daily,06/04/2010,82.57,1601.25
Daily,07/04/2010,81.21,1598.85
Daily,08/04/2010,81.29,1587.86
Daily,09/04/2010,83.3,1609.68
Daily,12/04/2010,83.85,1624.04
Daily,13/04/2010,83.7,1614.73
Daily,14/04/2010,85.87,1630.33
Daily,15/04/2010,85.65,1636.19
Daily,16/04/2010,81.91,1612.57
Daily,19/04/2010,81.51,1591.93
Daily,20/04/2010,82.55,1604.62
Daily,21/04/2010,81.35,1598.57
Daily,22/04/2010,79.87,1575.1
Daily,23/04/2010,81.03,1580.98
Daily,26/04/2010,81.1,1597.1
Daily,27/04/2010,74.66,1565.8
Daily,28/04/2010,74.63,1533.25
Daily,29/04/2010,76.73,1548.39
Daily,30/04/2010,74.89,1551.03
Daily,03/05/2010,75.69,1540.18
Daily,04/05/2010,69.88,1496.85
Daily,05/05/2010,67,1472.87
Daily,06/05/2010,61.17,1435.69
Daily,07/05/2010,60.87,1391.29
Daily,10/05/2010,68.82,1469.54
Daily,11/05/2010,66.52,1448.75
Daily,12/05/2010,68.02,1460.63
Daily,13/05/2010,66.14,1465.13
Daily,14/05/2010,62.47,1417.82
Daily,17/05/2010,62.64,1396.61
Daily,18/05/2010,59.9,1408.22
Daily,19/05/2010,60.41,1374.39
Daily,20/05/2010,56.03,1351.69
Daily,21/05/2010,58.98,1354.83
Daily,24/05/2010,56.25,1346.9
Daily,25/05/2010,55.9,1305.12
Daily,26/05/2010,54.18,1324.11
Daily,27/05/2010,60.42,1359.55
Daily,28/05/2010,58.02,1367.03
Daily,01/06/2010,56.86,1364.46
Daily,02/06/2010,59.99,1349.3
Daily,03/06/2010,59.55,1374.52
Daily,04/06/2010,54.37,1345.97
Daily,07/06/2010,53.1,1315.11
Daily,08/06/2010,54.75,1310.97
Daily,09/06/2010,54.43,1331.67
Daily,10/06/2010,58.99,1354.77
Daily,11/06/2010,59.16,1362.6
Daily,14/06/2010,59.91,1393.31
Daily,15/06/2010,63.73,1402.96
Daily,16/06/2010,63.08,1411.2
Daily,17/06/2010,63.48,1414.82
Daily,18/06/2010,63.25,1419.16
Daily,21/06/2010,63.2,1439.11
Daily,22/06/2010,61.62,1423.54
Daily,23/06/2010,62.44,1405.14
Daily,24/06/2010,60.25,1395.48
Daily,25/06/2010,60.95,1382.04
Daily,28/06/2010,60.04,1394.33
Daily,29/06/2010,55.93,1351.41
Daily,30/06/2010,55.15,1348.11
Daily,01/07/2010,56.77,1337.85
Daily,02/07/2010,56.52,1347.38
Daily,06/07/2010,58.85,1380.27
Daily,07/07/2010,62.43,1389.39
Daily,08/07/2010,63.64,1410.4
Daily,09/07/2010,63.76,1414.96
Daily,12/07/2010,63.22,1414.56
Daily,13/07/2010,65.6,1438.61
Daily,14/07/2010,66.06,1451.46
Daily,15/07/2010,66.7,1449.4
Daily,16/07/2010,62.42,1432.15
Daily,19/07/2010,63.22,1422.18
Daily,20/07/2010,64.08,1415.32
Daily,21/07/2010,61.75,1420.35
Daily,22/07/2010,65.9,1445.68
Daily,23/07/2010,67.45,1453.44
Daily,26/07/2010,68.38,1469.15
Daily,27/07/2010,68.82,1475.31
Daily,28/07/2010,68.05,1482.56
Daily,29/07/2010,68.73,1485.63
Daily,30/07/2010,68.28,1474.91
Daily,02/08/2010,72.88,1517.29
Daily,03/08/2010,72.63,1526.79
Daily,04/08/2010,72.7,1513.75
Daily,05/08/2010,72.56,1517.55
Daily,06/08/2010,73.13,1522.43
Daily,09/08/2010,73.23,1529.73
Daily,10/08/2010,72.06,1505.14
Daily,11/08/2010,65.46,1462.12
Daily,12/08/2010,65.32,1452.1
Daily,13/08/2010,64.86,1449.89
Daily,16/08/2010,65.9,1457.92
Daily,17/08/2010,67.36,1470.65
Daily,18/08/2010,67.3,1469.64
Daily,19/08/2010,65.13,1461.14
Daily,20/08/2010,63.77,1430.88
Daily,23/08/2010,63.48,1435.77
Daily,24/08/2010,61.7,1420.88
Daily,25/08/2010,61.87,1400.6
Daily,26/08/2010,61.82,1420.64
Daily,27/08/2010,64.23,1427.76
Daily,30/08/2010,62.39,1432.56
Daily,31/08/2010,62.76,1425.72
Daily,01/09/2010,67.31,1465.67
Daily,02/09/2010,67.95,1471.96
Daily,03/09/2010,69.1,1484.97
Daily,07/09/2010,67.27,1481.48
Daily,08/09/2010,68.25,1485.17
Daily,09/09/2010,69.59,1500.27
Daily,10/09/2010,70,1498.49
Daily,13/09/2010,72.53,1523.26
Daily,14/09/2010,73.5,1533.64
Daily,15/09/2010,73.55,1531.77
Daily,16/09/2010,72.84,1525.81
Daily,17/09/2010,72.18,1522.54
Daily,20/09/2010,74.62,1540.72
Daily,21/09/2010,74.55,1540.27
Daily,22/09/2010,74.35,1551.05
Daily,23/09/2010,72.76,1545.07
Daily,24/09/2010,76.86,1564.68
Daily,27/09/2010,75.99,1567.19
Daily,28/09/2010,76.87,1568.67
Daily,29/09/2010,76.61,1570.36
Daily,30/09/2010,75.47,1561.01
Daily,01/10/2010,77.01,1567.83
Daily,04/10/2010,74.76,1555.9
Daily,05/10/2010,78.99,1586.44
Daily,06/10/2010,80.3,1605.1
Daily,07/10/2010,79.76,1612.09
Daily,08/10/2010,80.88,1610.6
Daily,11/10/2010,80.59,1611.6
Daily,12/10/2010,80.25,1596.77
Daily,13/10/2010,82,1622.69
Daily,14/10/2010,83.17,1641.29
Daily,15/10/2010,82.6,1631.22
Daily,18/10/2010,82.97,1632.08
Daily,19/10/2010,79.21,1609.3
Daily,20/10/2010,82.26,1626.62
Daily,21/10/2010,81.36,1632.23
Daily,22/10/2010,81.56,1623.69
Daily,25/10/2010,82.35,1636.9
Daily,26/10/2010,81.34,1619.59
Daily,27/10/2010,79.77,1598.55
Daily,28/10/2010,81,1616.59
Daily,29/10/2010,80.94,1616.41
Daily,01/11/2010,80.34,1617.3
Daily,02/11/2010,82.96,1633.83
Daily,03/11/2010,84.13,1627.93
Daily,04/11/2010,87.94,1675.07
Daily,05/11/2010,87.16,1671.56
Daily,08/11/2010,86.04,1663.84
Daily,09/11/2010,84.3,1670.72
Daily,10/11/2010,84.84,1639.61
Daily,11/11/2010,83.39,1640.29
Daily,12/11/2010,82.01,1631.09
Daily,15/11/2010,81.88,1630.1
Daily,16/11/2010,78.19,1597.47
Daily,17/11/2010,78.85,1601.23
Daily,18/11/2010,82.82,1628.07
Daily,19/11/2010,82.82,1625.79
Daily,22/11/2010,81.03,1616.92
Daily,23/11/2010,76.14,1584.6
Daily,24/11/2010,78.59,1587.81
Daily,26/11/2010,76.1,1569.5
Daily,29/11/2010,74.58,1545.59
Daily,30/11/2010,72.86,1535.13
Daily,01/12/2010,76.93,1560.54
Daily,02/12/2010,79.94,1595.08
Daily,03/12/2010,81.48,1617.47
Daily,06/12/2010,80.73,1611.63
Daily,07/12/2010,80.81,1624.45
Daily,08/12/2010,81.4,1613.27
Daily,09/12/2010,81.7,1619.74
Daily,10/12/2010,82.07,1623.18
Daily,13/12/2010,83.83,1646.29
Daily,14/12/2010,84.08,1652.08
Daily,15/12/2010,81.86,1638.41
Daily,16/12/2010,82.76,1629.47
Daily,17/12/2010,81.84,1621.56
Daily,20/12/2010,82.2,1624.62
Daily,21/12/2010,83.56,1643.76
Daily,22/12/2010,83.88,1644.16
Daily,23/12/2010,83.79,1645.57
Daily,27/12/2010,83.43,1642.55
Daily,28/12/2010,83.57,1647
Daily,29/12/2010,85.01,1653.84
Daily,30/12/2010,84.19,1649.69
Daily,31/12/2010,85.23,1658.3
Daily,03/01/2011,86.63,1660.07
Daily,04/01/2011,86.06,1668.83
Daily,05/01/2011,85.23,1647.73
Daily,06/01/2011,83.35,1648.65
Daily,07/01/2011,82.68,1644.57
Daily,10/01/2011,82.38,1631.6
Daily,11/01/2011,83.5,1640.36
Daily,12/01/2011,87.17,1668.49
Daily,13/01/2011,87.64,1692.31
Daily,14/01/2011,88.7,1688.94
Daily,18/01/2011,89.85,1705
Daily,19/01/2011,88.61,1705.37
Daily,20/01/2011,87.09,1672.17
Daily,21/01/2011,88.03,1688.58
Daily,24/01/2011,89.89,1704.02
Daily,25/01/2011,89.44,1701.66
Daily,26/01/2011,90.65,1710.98
Daily,27/01/2011,90.98,1715.65
Daily,28/01/2011,87.02,1694.83
Daily,31/01/2011,88.52,1696.38
Daily,01/02/2011,92.71,1725.24
Daily,02/02/2011,92.49,1736.89
Daily,03/02/2011,92.57,1722.97
Daily,04/02/2011,92.51,1723.5
Daily,07/02/2011,93.08,1733.31
Daily,08/02/2011,94.29,1747.52
Daily,09/02/2011,93.73,1740.72
Daily,10/02/2011,92.5,1725.59
Daily,11/02/2011,92.58,1723.88
Daily,14/02/2011,92.94,1727.59
Daily,15/02/2011,92.54,1732.37
Daily,16/02/2011,94.59,1740.02
Daily,17/02/2011,95.23,1753.83
Daily,18/02/2011,95.85,1758.97
Daily,22/02/2011,90.33,1731.55
Daily,23/02/2011,90.59,1721.79
Daily,24/02/2011,90.73,1714.78
Daily,25/02/2011,93.04,1731.57
Daily,28/02/2011,94.59,1749.01
Daily,01/03/2011,91.94,1748.25
Daily,02/03/2011,92.84,1736.23
Daily,03/03/2011,95.27,1743.22
Daily,04/03/2011,93.54,1745.76
Daily,07/03/2011,91.66,1736.84
Daily,08/03/2011,92.36,1728.43
Daily,09/03/2011,92.32,1728.44
Daily,10/03/2011,87.76,1694.76
Daily,11/03/2011,87.73,1686.08
Daily,14/03/2011,84.58,1658.17
Daily,15/03/2011,81.05,1597.15
Daily,16/03/2011,76.07,1600.76
Daily,17/03/2011,81.07,1628.9
Daily,18/03/2011,83.26,1640.99
Daily,21/03/2011,87.47,1666.85
Daily,22/03/2011,86.91,1683.86
Daily,23/03/2011,87.11,1680.3
Daily,24/03/2011,89.43,1697.54
Daily,25/03/2011,87.46,1696.89
Daily,28/03/2011,87.36,1691.83
Daily,29/03/2011,88.27,1684.54
Daily,30/03/2011,90.35,1702.66
Daily,31/03/2011,89.51,1702.55
Daily,01/04/2011,91.18,1709.08
Daily,04/04/2011,91.41,1719.51
Daily,05/04/2011,90.92,1712.84
Daily,06/04/2011,92.45,1723.46
Daily,07/04/2011,91.54,1717.73
Daily,08/04/2011,93.02,1740.76
Daily,11/04/2011,92.64,1740.99
Daily,12/04/2011,90.91,1718.8
Daily,13/04/2011,91.35,1730.89
Daily,14/04/2011,92.25,1724.81
Daily,15/04/2011,91.97,1721.6
Daily,18/04/2011,88.19,1685.75
Daily,19/04/2011,89.48,1693.04
Daily,20/04/2011,94.15,1737.57
Daily,21/04/2011,95.24,1756.24
Daily,25/04/2011,95.22,1751.51
Daily,26/04/2011,96.72,1759.81
Daily,27/04/2011,99.06,1762.67
Daily,28/04/2011,100.43,1792.8
Daily,29/04/2011,99.48,1797.52
Daily,02/05/2011,100.77,1809.61
Daily,03/05/2011,99.12,1796.57
Daily,04/05/2011,97.46,1779.32
Daily,05/05/2011,93.52,1755.56
Daily,06/05/2011,93.66,1755.85
Daily,09/05/2011,94.99,1731.26
Daily,10/05/2011,96.79,1750.71
Daily,11/05/2011,92.89,1748.82
Daily,12/05/2011,93.49,1725.1
Daily,13/05/2011,90.57,1718.07
Daily,16/05/2011,90.23,1711.88
Daily,17/05/2011,90.63,1692.07
Daily,18/05/2011,91.67,1708.02
Daily,19/05/2011,92.77,1713.75
Daily,20/05/2011,89.97,1702.63
Daily,23/05/2011,85.94,1661.43
Daily,24/05/2011,86.92,1669.59
Daily,25/05/2011,88.03,1673.23
Daily,26/05/2011,89.67,1684.84
Daily,27/05/2011,90.98,1708.5
Daily,31/05/2011,94.74,1732.84
Daily,01/06/2011,90.26,1727.19
Daily,02/06/2011,91.19,1701.51
Daily,03/06/2011,91.22,1704.72
Daily,06/06/2011,88.85,1698.74
Daily,07/06/2011,90.43,1705.53
Daily,08/06/2011,88.18,1686.91
Daily,09/06/2011,89.99,1689.5
Daily,10/06/2011,85.71,1662.91
Daily,13/06/2011,86.02,1664.25
Daily,14/06/2011,89.04,1686.57
Daily,15/06/2011,83.15,1658.81
Daily,16/06/2011,82.57,1631.59
Daily,17/06/2011,84.3,1646.73
Daily,20/06/2011,84.06,1638.95
Daily,21/06/2011,87.66,1666.7
Daily,22/06/2011,85.95,1671.86
Daily,23/06/2011,84.5,1628.03
Daily,24/06/2011,82.88,1633.62
Daily,27/06/2011,84.32,1634.73
Daily,28/06/2011,86.25,1650.02
Daily,29/06/2011,89.25,1680.66
Daily,30/06/2011,91.83,1708.08
Daily,01/07/2011,93.84,1716.47
Daily,05/07/2011,92.72,1722.64
Daily,06/07/2011,91.54,1710.84
Daily,07/07/2011,93.15,1718.77
Daily,08/07/2011,90.79,1707.35
Daily,11/07/2011,85.34,1665.71
Daily,12/07/2011,84.23,1652.04
Daily,13/07/2011,86.61,1679.7
Daily,14/07/2011,85.16,1666.87
Daily,15/07/2011,85.72,1661.14
Daily,18/07/2011,83.18,1633.16
Daily,19/07/2011,85.73,1654.3
Daily,20/07/2011,87.69,1676.06
Daily,21/07/2011,91.43,1704.67
Daily,22/07/2011,91.7,1717.06
Daily,25/07/2011,90.39,1706.03
Daily,26/07/2011,91.51,1719.24
Daily,27/07/2011,87.04,1696.67
Daily,28/07/2011,86.65,1684.27
Daily,29/07/2011,86.91,1679.84
Daily,01/08/2011,84.88,1663.45
Daily,02/08/2011,80.38,1635.03
Daily,03/08/2011,81.37,1606.71
Daily,04/08/2011,69.93,1547.43
Daily,05/08/2011,72.46,1513.23
Daily,08/08/2011,61.66,1462.29
Daily,09/08/2011,69.98,1471.04
Daily,10/08/2011,61.6,1442.47
Daily,11/08/2011,67.56,1466.85
Daily,12/08/2011,69.14,1498.56
Daily,15/08/2011,72.31,1526.62
Daily,16/08/2011,70.2,1521.92
Daily,17/08/2011,71.01,1530.55
Daily,18/08/2011,64.1,1465.9
Daily,19/08/2011,61.94,1446.14
Daily,22/08/2011,62.67,1444.74
Daily,23/08/2011,66.87,1461.26
Daily,24/08/2011,66.84,1469.71
Daily,25/08/2011,63.57,1457.04
Daily,26/08/2011,65.62,1455.41
Daily,29/08/2011,68.75,1482.51
Daily,30/08/2011,67.97,1491.72
Daily,31/08/2011,70.46,1523.58
Daily,01/09/2011,68.67,1521.62
Daily,02/09/2011,65.52,1488.02
Daily,06/09/2011,61.25,1408.57
Daily,07/09/2011,64.9,1447
Daily,08/09/2011,62.31,1453.64
Daily,09/09/2011,58.03,1405.87
Daily,12/09/2011,57.55,1364.68
Daily,13/09/2011,58.8,1381.44
Daily,14/09/2011,60.49,1387.46
Daily,15/09/2011,63.14,1425.29
Daily,16/09/2011,63.04,1436.62
Daily,19/09/2011,59.63,1400.5
Daily,20/09/2011,60.16,1418.97
Daily,21/09/2011,56.65,1403.16
Daily,22/09/2011,52.92,1331.35
Daily,23/09/2011,54.11,1338.48
Daily,26/09/2011,56.33,1341.16
Daily,27/09/2011,59.1,1405.75
Daily,28/09/2011,57.16,1394.51
Daily,29/09/2011,59.33,1402.75
Daily,30/09/2011,55.23,1373.33
Daily,03/10/2011,52.36,1343.2
Daily,04/10/2011,54.12,1310.15
Daily,05/10/2011,55.78,1336.85
Daily,06/10/2011,58.77,1379.96
Daily,07/10/2011,57.96,1400.85
Daily,10/10/2011,62.34,1430.84
Daily,11/10/2011,62.16,1434.51
Daily,12/10/2011,63.97,1460.25
Daily,13/10/2011,64.02,1449.68
Daily,14/10/2011,65.5,1463.69
Daily,17/10/2011,62.49,1459.17
Daily,18/10/2011,64.28,1439.42
Daily,19/10/2011,61.86,1456
Daily,20/10/2011,62.27,1427.6
Daily,21/10/2011,65.32,1468.8
Daily,24/10/2011,67.22,1491.03
Daily,25/10/2011,64.9,1484.08
Daily,26/10/2011,66.72,1477.82
Daily,27/10/2011,74.03,1553.31
Daily,28/10/2011,73.05,1560.85
Daily,31/10/2011,65.53,1505
Daily,01/11/2011,61.31,1440.44
Daily,02/11/2011,62.47,1451.28
Daily,03/11/2011,65.62,1464.76
Daily,04/11/2011,63.96,1466.29
Daily,07/11/2011,64.5,1460.06
Daily,08/11/2011,65.98,1468.93
Daily,09/11/2011,59.27,1441.39
Daily,10/11/2011,60.67,1423.78
Daily,11/11/2011,63.69,1460.88
Daily,14/11/2011,61.43,1448.02
Daily,15/11/2011,61.08,1430.99
Daily,16/11/2011,58.74,1426.06
Daily,17/11/2011,57.46,1413.57
Daily,18/11/2011,57.85,1400.49
Daily,21/11/2011,54.92,1361.13
Daily,22/11/2011,54.59,1356.86
Daily,23/11/2011,51.56,1329.58
Daily,25/11/2011,51.05,1321.23
Daily,28/11/2011,55.42,1366.44
Daily,29/11/2011,56.12,1381.76
Daily,30/11/2011,61.97,1427.27
Daily,01/12/2011,60.78,1431.7
Daily,02/12/2011,60.85,1441.07
Daily,05/12/2011,62.14,1455.3
Daily,06/12/2011,61.56,1438.59
Daily,07/12/2011,62.42,1444.37
Daily,08/12/2011,58.34,1421.67
Daily,09/12/2011,61.23,1428.19
Daily,12/12/2011,57.6,1404.67
Daily,13/12/2011,56.09,1396.1
Daily,14/12/2011,54.68,1363.55
Daily,15/12/2011,55.34,1368.46
Daily,16/12/2011,54.86,1370.78
Daily,19/12/2011,53.83,1360.97
Daily,20/12/2011,57.65,1387.78
Daily,21/12/2011,56.99,1384.81
Daily,22/12/2011,58.03,1393.43
Daily,23/12/2011,58.79,1401.6
Daily,27/12/2011,58.33,1405.36
Daily,28/12/2011,56.24,1386.64
Daily,29/12/2011,58.28,1393.45
Daily,30/12/2011,58.8,1412.55
Daily,03/01/2012,62.02,1446.64
Daily,04/01/2012,61.26,1439.89
Daily,05/01/2012,59.47,1416.47
Daily,06/01/2012,57.82,1406.71
Daily,09/01/2012,58.31,1405.1
Daily,10/01/2012,60.03,1428.96
Daily,11/01/2012,59.69,1419.33
Daily,12/01/2012,60.14,1423.02
Daily,13/01/2012,58.86,1415.22
Daily,17/01/2012,60.16,1437.05
Daily,18/01/2012,62.24,1445
Daily,19/01/2012,63.78,1464.78
Daily,20/01/2012,64.44,1472.05
Daily,23/01/2012,64.93,1487.63
Daily,24/01/2012,64.2,1476.25
Daily,25/01/2012,65.54,1475.53
Daily,26/01/2012,65.58,1505.67
Daily,27/01/2012,65.81,1495.58
Daily,30/01/2012,64.25,1480.91
Daily,31/01/2012,64.91,1486.74
Daily,01/02/2012,66.97,1514.86
Daily,02/02/2012,67.22,1518.58
Daily,03/02/2012,69.35,1529.46
Daily,06/02/2012,68.65,1529.55
Daily,07/02/2012,69.49,1540.09
Daily,08/02/2012,69.97,1544.48
Daily,09/02/2012,70.33,1549.8
Daily,10/02/2012,67.68,1524.97
Daily,13/02/2012,69.25,1538.87
Daily,14/02/2012,68.17,1526.16
Daily,15/02/2012,68.31,1537.05
Daily,16/02/2012,70.2,1530.02
Daily,17/02/2012,70.81,1548.44
Daily,21/02/2012,70.83,1563.57
Daily,22/02/2012,70.33,1553.17
Daily,23/02/2012,71.57,1559.01
Daily,24/02/2012,72.43,1573.82
Daily,27/02/2012,71.69,1565.16
Daily,28/02/2012,73.02,1571.22
Daily,29/02/2012,71.22,1567.67
Daily,01/03/2012,72.73,1570.58
Daily,02/03/2012,71.36,1561.54
Daily,05/03/2012,70.62,1554.08
Daily,06/03/2012,66.1,1513.86
Daily,07/03/2012,67.72,1515.1
Daily,08/03/2012,70.61,1548.16
Daily,09/03/2012,70.19,1544.13
